cod_cliente,nome_completo,email,tipo_cliente,data_inclusao,cpfcnpj,endereco,cep,uf,tempo_como_cliente,idade
42,Alexandre Pinto,vitor-hugobarbosa@example.net,Pessoa Física,2013-04-12 12:10:00,058.623.179-02,"Ladeira Araújo, 39 Minaslandia 95368818 Ribeiro / AM",72785-264,Amazonas,146.73333333333332,65.0
117,Igor Pinto,noahteixeira@example.net,Pessoa Física,2022-06-22 10:15:00,039.452.618-05,"Campo Pires, 311 Conjunto Jatoba 63845-548 Silveira / SE",61967117,Sergipe,34.8,
261,Maria Luiza Pinto,maria-luiza75@example.net,Pessoa Física,2015-09-20 12:35:00,580.469.173-20,"Avenida Nunes, 47 Vila Ipiranga 66706366 Rodrigues / ES",11151018,Espírito Santo,117.03333333333333,
266,Nicolas Pinto,danielribeiro@example.net,Pessoa Física,2016-09-15 11:01:00,472.185.936-82,"Passarela de da Costa, 11 Betânia 12740926 Cardoso / TO",49973-191,Tocantins,105.0,30.0
292,Agatha Pinto,carvalhovinicius@example.net,Pessoa Física,2015-10-10 12:03:00,835.916.047-39,"Feira Elisa da Costa, 716  Jonas Veiga 78834-553 Moraes / RN",14310685,Rio Grande do Norte,116.36666666666666,
383,Calebe Pinto,danielada-paz@example.org,Pessoa Física,2017-01-24 13:00:00,930.854.627-83,"Condomínio de Moura, 56 São Gonçalo 00106888 Gonçalves / RS",93285-302,Rio Grande do Sul,100.63333333333334,68.0
396,Maria Pinto,luiz-felipeduarte@example.com,Pessoa Física,2021-09-24 11:11:00,172.863.049-50,"Rodovia Sales, 1 Solimoes 57858-848 Lopes / PI",39842-347,Piauí,43.833333333333336,53.0
580,Cecília Pinto,rafaelnunes@example.net,Pessoa Física,2014-05-04 13:13:00,502.837.146-62,Travessa de Dias Guarani 97610874 Rocha / ES,35366-296,Espírito Santo,133.83333333333334,78.0
719,Daniel Pinto,gabrielcunha@example.com,Pessoa Física,2016-08-16 13:16:00,837.162.059-40,"Chácara de Ribeiro, 38 Funcionários 23426864 da Cruz de Melo / RJ",65540-758,Rio de Janeiro,106.0,
805,Lara Pinto,brunanunes@example.net,Pessoa Física,2011-05-08 14:35:00,231.608.745-08,Loteamento Augusto Cardoso Bom Jesus 80633-996 Rezende do Campo / SE,37512880,Sergipe,170.23333333333332,
966,Carlos Eduardo Pinto,baraujo@example.net,Pessoa Física,2013-11-05 15:33:00,813.064.752-44,"Quadra Gabrielly Moreira, 2 Vila Maria 33753217 Gomes de Minas / SE",78125-333,Sergipe,139.83333333333334,
52,Otávio Pires,brunagoncalves@example.net,Pessoa Física,2022-08-14 15:20:00,568.437.290-29,"Rodovia Isaac Silva, 99 Vila Santa Monica 1Âª SeÃ§ão 54647-803 Ramos de Minas / AC",91403292,Acre,33.03333333333333,
82,Kamilly Pires,joao-felipe15@example.org,Pessoa Física,2019-07-03 13:17:00,518.329.470-41,"Esplanada da Cruz, 23 Vila Nova Cachoeirinha 3ª Seção 10616-772 Caldeira / AM",16914199,Amazonas,70.96666666666667,69.0
201,Olivia Pires,samuelcardoso@example.org,Pessoa Física,2021-11-12 16:43:00,530.247.619-34,"Ladeira Nicolas Cardoso, 319 Túnel De Ibirité 18390285 Cardoso / SE",92524874,Sergipe,42.2,
250,Sophia Pires,araujopietra@example.com,Pessoa Física,2018-12-08 13:43:00,318.462.075-17,"Loteamento Bernardo Pinto, 7 Vila Pilar 00343041 Pereira / RN",48576950,Rio Grande do Norte,77.86666666666666,61.0
269,Pedro Miguel Pires,vitoria03@example.net,Pessoa Física,2013-01-05 13:51:00,548.673.192-28,"Parque de Melo, 41 Piratininga 03368361 Peixoto / MG",29962-922,Minas Gerais,149.96666666666667,
334,Marina Pires,marina08@example.com,Pessoa Física,2016-10-08 11:12:00,708.269.541-11,"Largo Yasmin Nascimento, 62 Fazendinha 98403464 Melo / ES",17185-932,Espírito Santo,104.23333333333333,
433,Cecília Pires,enzo-gabrielsouza@example.org,Pessoa Física,2021-12-16 11:19:00,389.561.740-75,"Alameda Barros, 6 Vila Paquetá 49935-894 da Paz da Mata / AC",22473392,Acre,41.06666666666667,44.0
504,Isabelly Pires,andre77@example.org,Pessoa Física,2015-04-22 14:18:00,972.348.605-92,"Chácara de Caldeira, 6 Lajedo 03973-995 Pires Verde / MG",75910470,Minas Gerais,122.06666666666666,
614,André Pires,sophiaduarte@example.net,Pessoa Física,2014-04-16 13:23:00,413.296.058-70,"EstaÃ§ão Pietra Costa, 19 São João 69750-619 Gomes / MG",94642477,Minas Gerais,134.43333333333334,36.0
645,Clara Pires,estherdias@example.org,Pessoa Física,2022-05-24 13:33:00,436.072.519-16,"Avenida Luiz Miguel Barros, 372 Miramar 49934530 Souza / RO",55592-946,Rondônia,35.766666666666666,61.0
672,Luiz Fernando Pires,pedro-miguel33@example.org,Pessoa Física,2019-07-14 12:16:00,679.408.123-78,"Estrada Gabrielly Ribeiro, 5 Alto Dos Pinheiros 82111-121 Cavalcanti das Pedras / MG",72526-425,Minas Gerais,70.6,
973,Carlos Eduardo Pires,emanuella37@example.net,Pessoa Física,2020-12-25 15:51:00,745.983.062-38,"Praia Emilly Fernandes, 1 Vila Nova Gameleira 3ª Seção 43249646 Pinto dos Dourados / CE",99049657,Ceará,52.93333333333333,
67,Gustavo Henrique Porto,monteiroraul@example.com,Pessoa Física,2018-05-14 13:27:00,690.251.478-01,"Aeroporto Sarah Fernandes, 99 São Salvador 59863417 Duarte Paulista / SP",15270-670,São Paulo,84.8,66.0
422,Nina Porto,eloahjesus@example.com,Pessoa Física,2022-11-27 13:46:00,265.904.387-65,"Praça Gonçalves, 53 São Gabriel 77010127 Alves Verde / DF",10730-212,Distrito Federal,29.533333333333335,
426,Ana Lívia Porto,da-costaluiz-henrique@example.net,Pessoa Física,2022-06-27 11:26:00,392.480.761-22,Lagoa Calebe Fogaça Taquaril 68451073 Pires da Prata / MS,76188259,Mato Grosso do Sul,34.63333333333333,
510,Bruno Porto,calebe47@example.com,Pessoa Física,2012-03-16 13:03:00,801.324.576-44,"Vereda Kamilly Duarte, 27 Flavio Marques Lisboa 06545-234 da Cruz do Sul / GO",68650457,Goiás,159.8,
627,Yasmin Porto,theocavalcanti@example.com,Pessoa Física,2020-12-14 13:51:00,423.867.950-47,"Esplanada de Lima, 77 Conjunto Califórnia Ii 30064-357 da Costa dos Dourados / PI",97109620,Piauí,53.3,
771,Ana Vitória Porto,evelynmoura@example.org,Pessoa Física,2020-01-16 12:55:00,206.841.539-98,"Trevo Correia, 78 Vila Santa Rosa 07185785 Carvalho de Rocha / GO",15071262,Goiás,64.4,
987,Clara Porto,moraesryan@example.org,Pessoa Física,2014-08-02 14:57:00,140.389.652-60,"Viaduto Duarte, 76 Manacas 99172-961 Gomes da Serra / MA",23460-398,Maranhão,130.83333333333334,
32,Heloísa Ramos,bda-mata@example.com,Pessoa Física,2017-12-14 14:59:00,361.205.479-16,"Via de Alves, 97 Vila Piratininga Venda Nova 71086-408 Cardoso / MT",17028-400,Mato Grosso,89.83333333333333,70.0
191,Nicole Ramos,csantos@example.org,Pessoa Física,2013-03-23 14:14:00,371.605.498-48,"Favela Ribeiro, 419 Vila Suzana Segunda Seção 40372-350 Porto / MT",00802-813,Mato Grosso,147.4,
232,Lorena Ramos,livia43@example.net,Pessoa Física,2013-11-27 16:57:00,851.673.209-68,"Recanto da Conceição, 7 Itatiaia 08586-084 Alves Verde / BA",24779-740,Bahia,139.1,51.0
379,Enrico Ramos,nda-rocha@example.com,Pessoa Física,2021-02-21 13:18:00,502.678.493-38,"Lago de Barros, 894 Marieta 1ª Seção 77018201 Santos / DF",50913156,Distrito Federal,51.0,50.0
418,Stephany Ramos,felipegomes@example.org,Pessoa Física,2016-05-12 12:48:00,671.043.589-00,"Viela Nogueira, 14 Caetano Furquim 18440-482 Mendes da Serra / AC",25306594,Acre,109.2,44.0
446,João Gabriel Ramos,leandro65@example.com,Pessoa Física,2015-10-08 13:35:00,438.527.906-38,"Núcleo Davi Lucca Fernandes, 142 Vila São Gabriel 85521997 Rezende / SP",69463-503,São Paulo,116.43333333333334,27.0
484,Lorena Ramos,ana-sophiaaraujo@example.com,Pessoa Física,2021-07-01 12:51:00,291.547.063-43,"Setor de Correia, 76 Novo Glória 35723978 Pinto / PI",35663647,Piauí,46.666666666666664,
490,Agatha Ramos,sarahgoncalves@example.org,Pessoa Física,2021-06-07 10:30:00,582.437.190-32,"Esplanada Valentina Costela, 6 Antonio Ribeiro De Abreu 1ª Seção 06588-008 Caldeira do Sul / GO",18237366,Goiás,47.46666666666667,
496,Ian Ramos,benicio20@example.com,Pessoa Física,2020-02-27 12:50:00,074.953.128-23,"Recanto de Cavalcanti, 9 Nossa Senhora Da Conceição 28708-559 da Mata / AC",5583827,Acre,63.0,36.0
507,Carlos Eduardo Ramos,yago88@example.org,Pessoa Física,2015-04-20 11:35:00,953.280.641-51,"Passarela Alana Nogueira, 631 Monte São José 81353488 Cavalcanti dos Dourados / MA",50196064,Maranhão,122.13333333333334,
521,Bernardo Ramos,joao-miguel16@example.net,Pessoa Física,2022-09-13 13:05:00,872.360.951-68,"Via Mariane Nogueira, 33 Vila Ecológica 71729-790 Silveira do Norte / MS",29201854,Mato Grosso do Sul,32.03333333333333,
611,Ana Julia Ramos,pedro-miguelmartins@example.net,Pessoa Física,2019-08-06 14:42:00,164.598.302-15,"Área de Pereira, 4 Caiçaras 68043-152 Barbosa da Mata / SP",62394839,São Paulo,69.83333333333333,58.0
623,Nina Ramos,luiz-fernando54@example.net,Pessoa Física,2018-06-12 11:47:00,126.435.980-24,"Alameda João Vitor Gomes, 93 São Benedito 55600759 Peixoto / MG",97022-268,Minas Gerais,83.83333333333333,
705,Marcos Vinicius Ramos,isabel99@example.org,Pessoa Física,2015-07-24 13:19:00,245.963.078-65,"Estação Olivia Moreira, 2 Vila Real 1ª Seção 59820159 Sales Grande / MA",44030-253,Maranhão,118.96666666666667,
804,Bruno Ramos,natalia23@example.org,Pessoa Física,2011-12-06 13:00:00,739.285.406-29,Passarela da Rocha Cruzeiro 90361423 Barros / MS,23047749,Mato Grosso do Sul,163.16666666666666,49.0
815,Marcos Vinicius Ramos,samuel86@example.com,Pessoa Física,2021-06-21 14:04:00,985.320.614-51,"Trecho de Dias, 6 Marçola 40811068 Caldeira / RJ",59134843,Rio de Janeiro,47.0,
859,Sophie Ramos,dda-cruz@example.org,Pessoa Física,2020-11-03 11:41:00,629.438.570-92,"Campo Mendes, 3 Juliana 18036-669 Dias dos Dourados / MS",3168134,Mato Grosso do Sul,54.666666666666664,24.0
989,Carlos Eduardo Ramos,thiago39@example.net,Pessoa Física,2021-11-25 14:47:00,365.197.480-48,"Colônia Cardoso, 4 Ribeiro De Abreu 03645860 da Cunha da Praia / MA",59192733,Maranhão,41.766666666666666,77.0
8,Enzo Rocha,caiolima@example.org,Pessoa Física,2021-08-13 11:07:00,146.725.308-17,"Loteamento Felipe Rocha, 8 Novo Glória 45229611 da Paz / SC",6016884,Santa Catarina,45.233333333333334,
27,Anthony Rocha,rafaela93@example.org,Pessoa Física,2022-05-10 12:29:00,642.810.579-94,"Ladeira Pedro Henrique Gomes, 7 Vila São Paulo 48885-536 Almeida / SP",96570869,São Paulo,36.233333333333334,
30,Gabriel Rocha,silveirabryan@example.net,Pessoa Física,2018-01-26 14:53:00,625.940.783-10,"Largo Mariana Fernandes, 88 Castelo 78209280 Cardoso do Oeste / RS",93782-527,Rio Grande do Sul,88.4,
113,Lucas Gabriel Rocha,alana30@example.net,Pessoa Física,2020-01-07 14:29:00,713.895.042-04,"Viela Caroline Peixoto, 49 São Sebastião 86279204 Rocha dos Dourados / RN",58314-883,Rio Grande do Norte,64.7,23.0
316,Carolina Rocha,eloah92@example.net,Pessoa Física,2018-01-23 15:29:00,370.564.298-74,"Alameda Olivia Sales, 986 São Bernardo 01819-608 Araújo do Sul / ES",50479649,Espírito Santo,88.5,
377,Clara Rocha,moraesrebeca@example.com,Pessoa Física,2016-12-15 15:58:00,209.576.183-95,Travessa João Felipe Mendes Paulo Vi 56830645 Correia de Souza / MA,78584-453,Maranhão,101.96666666666667,
397,Bárbara Rocha,martinsfernanda@example.org,Pessoa Física,2018-10-13 10:51:00,031.694.287-13,"Vale da Costa, 39 Vista Alegre 59154-504 Nunes de Fernandes / PA",49504138,Pará,79.73333333333333,
441,Bryan Rocha,salesluiz-felipe@example.net,Pessoa Física,2019-06-05 16:33:00,945.826.703-00,"Sítio Mariane da Mota, 85 Gutierrez 24729-115 Freitas de Aragão / MT",36846-137,Mato Grosso,71.9,55.0
480,Gustavo Henrique Rocha,liviabarbosa@example.com,Pessoa Física,2012-12-09 11:58:00,085.971.624-49,"Alameda Oliveira, 42 Horto 57639-337 da Rosa / AM",51705023,Amazonas,150.86666666666667,56.0
483,Luiz Otávio Rocha,caldeiramaria-fernanda@example.net,Pessoa Física,2022-10-23 11:12:00,619.428.705-58,"Feira Monteiro, 47 Vila Nova 65931475 Castro / MA",29387-861,Maranhão,30.7,78.0
505,Vitor Gabriel Rocha,brunodas-neves@example.com,Pessoa Física,2013-07-27 13:47:00,439.862.105-98,"Condomínio de Ferreira, 4 Ermelinda 72207453 da Paz do Oeste / RO",15590730,Rondônia,143.2,
802,Esther Rocha,steixeira@example.org,Pessoa Física,2015-11-05 11:08:00,670.251.398-40,"Jardim de Pinto, 52 Bonsucesso 60509-385 da Luz de Correia / BA",64912-312,Bahia,115.5,
818,Yago Rocha,bruna38@example.com,Pessoa Física,2021-05-08 12:31:00,654.789.301-48,"Praça de Castro, 10 Gameleira 57583291 Martins / CE",22445-315,Ceará,48.46666666666667,32.0
66,Eduardo Sales,eloahbarbosa@example.org,Pessoa Física,2021-05-19 13:18:00,917.624.538-19,"Viela Silveira, 47 Alípio De Melo 29229921 Freitas / AM",97949-601,Amazonas,48.1,
140,Cecília Sales,moreiraana-carolina@example.net,Pessoa Física,2015-02-10 13:47:00,062.451.389-06,"Vale Sales, 7 Varzea Da Palma 08535-205 Cardoso de Nunes / TO",98230-713,Tocantins,124.43333333333334,
190,Juliana Sales,jmoreira@example.org,Pessoa Física,2014-10-17 14:48:00,063.891.472-87,"Avenida Elisa da Conceição, 69 Horto 93717-436 Barbosa das Pedras / AL",17350-278,Alagoas,128.3,
193,Ana Sophia Sales,freitasheloisa@example.net,Pessoa Física,2014-06-24 14:39:00,324.870.516-71,"Via Lavínia Ferreira, 86 Parque São Pedro 66412-888 Aragão Alegre / CE",84050-003,Ceará,132.13333333333333,46.0
345,Renan Sales,joao-miguel93@example.net,Pessoa Física,2017-12-08 13:24:00,684.097.531-20,Estação Isis Costela Jardim América 48676310 Martins do Sul / TO,69493-799,Tocantins,90.03333333333333,54.0
544,Raquel Sales,lorenzoazevedo@example.org,Pessoa Física,2018-09-08 12:35:00,962.518.730-86,Largo Yuri Melo Nova Cintra 53237-146 Araújo / MT,95017-932,Mato Grosso,80.9,
593,Maria Eduarda Sales,paulomoraes@example.org,Pessoa Física,2019-01-12 10:56:00,430.278.965-47,"Morro Rezende, 72 Conjunto Capitão Eduardo 10739-282 das Neves / MT",26064-419,Mato Grosso,76.7,82.0
615,Vitória Sales,dda-costa@example.com,Pessoa Física,2021-06-11 16:02:00,567.094.218-30,"Distrito Davi Lucca Novaes, 72 Horto Florestal 73320-109 Alves de Sales / AM",13709-647,Amazonas,47.333333333333336,
680,Enzo Sales,nathanrezende@example.org,Pessoa Física,2016-08-07 12:18:00,935.627.401-07,"Lagoa de Silveira, 52 Conjunto Jardim Filadélfia 51841-485 da Costa / GO",52737-030,Goiás,106.3,71.0
758,João Miguel Sales,brenda09@example.org,Pessoa Física,2014-12-25 13:17:00,609.483.271-03,"Viaduto Castro, 25 Grota 32361186 Almeida / ES",68408-718,Espírito Santo,126.0,
830,Paulo Sales,emanuella07@example.net,Pessoa Física,2018-01-11 14:07:00,472.935.086-38,Alameda Stella Dias Pongelupe 02733-045 Cunha Alegre / MG,21494-484,Minas Gerais,88.9,
843,Maria Fernanda Sales,piresdaniela@example.net,Pessoa Física,2019-08-09 10:35:00,930.648.725-83,Chácara Azevedo Vila Satélite 19973200 Costela de Pires / RJ,3740382,Rio de Janeiro,69.73333333333333,
873,Isabelly Sales,duartelais@example.org,Pessoa Física,2021-05-25 15:15:00,105.892.673-02,"Rua Kevin Santos, 39 Custodinha 73653949 Cavalcanti / BA",19148089,Bahia,47.9,
931,Stephany Sales,xmelo@example.org,Pessoa Física,2020-09-14 14:09:00,659.037.814-20,Lagoa Cavalcanti Ouro Preto 47590033 Pinto / MG,62871467,Minas Gerais,56.333333333333336,25.0
952,Stephany Sales,renan82@example.com,Pessoa Física,2019-12-04 12:14:00,926.134.570-07,"Avenida Ferreira, 83 Braúnas 60747604 Rocha / MA",50636-754,Maranhão,65.83333333333333,74.0
89,Ana Beatriz Silva,pteixeira@example.org,Pessoa Física,2021-08-26 13:23:00,529.410.638-89,"Estrada de Araújo, 55 Maria Helena 78047-637 Silveira / TO",53954-224,Tocantins,44.8,
97,Emanuel Silva,lara31@example.net,Pessoa Física,2021-09-28 14:36:00,817.463.290-50,"Jardim Eduarda Mendes, 69 Guaratã 72017454 Aragão de Mendes / SC",35556-306,Santa Catarina,43.7,68.0
100,Maria Silva,ana-sophia71@example.net,Pessoa Física,2017-03-10 15:18:00,516.720.498-49,"Travessa Almeida, 1 João Paulo Ii 18073-484 da Paz das Flores / RN",74509-994,Rio Grande do Norte,99.13333333333334,
171,Arthur Silva,pedro-lucassilveira@example.net,Pessoa Física,2022-03-04 16:24:00,945.132.768-19,"Fazenda Lívia Teixeira, 5 Bandeirantes 57287814 da Cruz / AM",58058-025,Amazonas,38.46666666666667,38.0
224,Daniel Silva,nmoura@example.org,Pessoa Física,2019-09-20 12:30:00,243.781.560-08,"Praça Luiz Fernando Viana, 834 Vila Bandeirantes 73051762 Azevedo de Azevedo / PB",39836037,Paraíba,68.33333333333333,
225,Leandro Silva,hmoraes@example.com,Pessoa Física,2020-08-18 14:58:00,073.691.854-00,"Viaduto de Viana, 105 Jaqueline 91856879 Cardoso do Campo / PR",30186-893,Paraná,57.233333333333334,37.0
258,Kamilly Silva,nunesana-clara@example.org,Pessoa Física,2011-08-21 14:49:00,251.763.948-55,"Alameda Antônio Carvalho, 54 Olaria 53364659 Caldeira dos Dourados / PB",53456544,Paraíba,166.73333333333332,63.0
279,Heloísa Silva,nuneslarissa@example.com,Pessoa Física,2018-04-09 11:15:00,409.567.832-10,"Estrada Vinicius Rezende, 35 Santa Branca 42094682 Silveira / MG",80355-665,Minas Gerais,85.96666666666667,
330,Ana Clara Silva,da-luzalice@example.com,Pessoa Física,2022-06-11 15:44:00,950.681.274-85,"Rodovia Benjamin Araújo, 16 Vila Bandeirantes 53588419 da Conceição / MT",59204955,Mato Grosso,35.166666666666664,
358,Natália Silva,lavinianascimento@example.com,Pessoa Física,2019-03-15 15:56:00,419.283.657-28,"PraÃ§a GonÃ§alves, 8 Lindéia 81429425 Porto / PB",14500-907,Paraíba,74.63333333333334,
382,Luiza Silva,araujomariane@example.com,Pessoa Física,2010-02-02 14:28:00,236.854.107-17,"Quadra Duarte, 428 Bela Vitoria 06743246 Ferreira / MG",11019-585,Minas Gerais,185.56666666666666,
456,Gustavo Henrique Silva,isaacpeixoto@example.com,Pessoa Física,2014-02-12 15:54:00,148.236.095-06,"Alameda Farias, 16 Novo Glória 82970783 Rocha do Campo / RN",73671994,Rio Grande do Norte,136.53333333333333,31.0
465,Caué Silva,caldeirabernardo@example.net,Pessoa Física,2017-10-07 14:54:00,325.816.074-08,"Pátio de Peixoto, 26 Santa Rita 29374-160 Santos / SC",77592-484,Santa Catarina,92.1,
606,Catarina Silva,monteiropedro@example.com,Pessoa Física,2021-06-18 14:14:00,625.098.741-01,"Travessa Juan Cavalcanti, 35 São João 04630205 Nascimento / PB",68273-210,Paraíba,47.1,
610,Raquel Silva,ana-lauralima@example.net,Pessoa Física,2020-11-01 14:28:00,258.639.704-56,"Conjunto Ana Laura Farias, 7 Jaqueline 05466-526 Aragão de da Mata / MG",78697337,Minas Gerais,54.733333333333334,
756,Letícia Silva,alanasales@example.com,Pessoa Física,2021-01-16 12:06:00,185.430.697-93,"Trecho Moreira, 617 Ribeiro De Abreu 80132149 Sales / MS",97477173,Mato Grosso do Sul,52.2,35.0
849,Pietra Silva,da-motaisabelly@example.com,Pessoa Física,2021-06-05 11:43:00,276.319.548-28,"Campo de Barbosa, 50 Ernesto Nascimento 85362-692 Silveira / AM",20568868,Amazonas,47.53333333333333,
882,Isadora Silva,stephanylopes@example.org,Pessoa Física,2020-09-20 12:10:00,108.639.542-51,"Largo Ramos, 414 Vila Cemig 42969-918 Farias / MT",14677-152,Mato Grosso,56.13333333333333,26.0
886,Lucca Silva,barbaradias@example.org,Pessoa Física,2014-04-26 15:43:00,249.703.615-25,"Viaduto Maria Vitória Gonçalves, 4 Urca 49189394 da Mata Paulista / MS",25788873,Mato Grosso do Sul,134.1,73.0
901,Bruno Silva,acarvalho@example.org,Pessoa Física,2020-01-18 13:48:00,027.815.934-60,"Ladeira Fogaça, 63 Minas Brasil 63151181 Teixeira / BA",96961992,Bahia,64.33333333333333,
940,Mariana Silva,marina51@example.org,Pessoa Física,2016-10-25 11:53:00,187.394.560-48,"Vila Gomes, 2 Dom Joaquim 23336341 Alves de Goiás / PB",4974394,Paraíba,103.66666666666667,
985,Giovanna Silva,nogueiragabriel@example.com,Pessoa Física,2018-01-18 15:15:00,398.674.215-82,"Setor Diego Sales, 54 João Alfredo 66264185 Duarte / PI",94645786,Piauí,88.66666666666667,83.0
6,Ana Lívia Souza,calmeida@example.com,Pessoa Física,2010-03-09 12:09:00,470.631.825-44,"Largo Alexandre da Rosa, 1 Novo Ouro Preto 31934421 Novaes de Cardoso / AC",71428-512,Acre,184.4,
17,Erick Souza,sarahda-cruz@example.org,Pessoa Física,2020-03-12 12:51:00,492.861.057-11,"Núcleo Isabel Cunha, 21 Mineirão 97284-576 Rocha / PR",70742-709,Paraná,62.53333333333333,32.0
259,Brenda Souza,amendes@example.org,Pessoa Física,2019-10-12 12:17:00,094.615.782-02,"Núcleo de Moraes, 87 Jardinópolis 06008-538 Oliveira / MG",64223293,Minas Gerais,67.6,
354,Isadora Souza,caldeiraemanuelly@example.net,Pessoa Física,2020-02-24 15:41:00,715.834.290-50,"Vale Leandro Pires, 69 Jardim Do Vale 00139-816 Melo / AM",45708-495,Amazonas,63.1,
374,Lorenzo Souza,qsilveira@example.net,Pessoa Física,2013-07-28 11:52:00,951.873.026-12,"Travessa Caldeira, 6 Boa União 1ª Seção 15639600 Monteiro / AC",80623-031,Acre,143.16666666666666,68.0
